nom,comment,pays,niveau,cout
Oie rôtie aux pommes,"19 décembre 2012faut -t il faire macérer également les pommes entières avec le calvados?

marie line
",africaines,Intermédiaire,9.85
Oie rôtie aux pommes,"Avec du canard au lieu d'oie, très très bon aussi ! Merci. Martine, Bellevaux, Belgique.",africaines,Intermédiaire,9.85
Pem sans sel,C'est bon !,africaines,Facile,0.94
Poulet à l'africaine,"Cette recette n’a absolument aucun goût, c’est même franchement mauvais en l’état!Nous avons dû rajouter 6 cuillères de pâte de cacahouètes et du sel et du poivre, et enlever la moitié de l’eau, en épaississant ce qui restait avec de la farine de riz. Avez-vous goûté le plat avant de poster la recette ?
2 litres d’eau, c’est beaucoup trop, avez-vous fait une erreur?",africaines,Facile,2.98
Poulet aux arachides à l'africaine,"Concernant les oignons, je les ai mis juste avant l'étape 2. A revenir avec les sucs de poulet. A part ca, la recette est très bonne.",africaines,Facile,2.5
Poulet aux arachides à l'africaine,"Si simple et pourtant sublime, merci !!",africaines,Facile,2.5
Poulet aux arachides à l'africaine,"J'ai coupé les oignons, mais vu qu'ils ne sont pas mentionné dans la recette, je ne les ai pas mit!! Alors à quel moment doit-on mettre les oignonsDommage... ",africaines,Facile,2.5
Poulet aux arachides à l'africaine,...Et on fait quoi avec les oignons !? :),africaines,Facile,2.5
Poulet aux arachides à l'africaine,"Je connais une autre façon de le cuisiner avec du poulet fumé, c'est rapide et tout aussi bon. Si cela vous intéresse voici le lien  : http://dpt-ethnies.blogspot.com/2013/03/sauce-arachide-au-poulet-fume.html",africaines,Facile,2.5
Poulet aux arachides à l'africaine,Cette recette est encore meilleure si on utilise du poulet fumé et que l'on sert des bananes plantain en accompagnement.  Délicieux mais calorique!,africaines,Facile,2.5
Poulet aux arachides à l'africaine,"Je cuisine également cette recette que j'adore (ayant vécu quelques années en Afrique équatoriale), c'est divin.",africaines,Facile,2.5
Poulet aux arachides à l'africaine,Ca s'appelle aussi le mafé. Et on peut y rajouter une pointe de piment et des gombos...,africaines,Facile,2.5
Poulet aux arachides à l'africaine,Gombos ou Okras que l'on peut aussi cuisiner avec du riz comme en Louisiane !,africaines,Facile,2.5
Poulet aux arachides à l'africaine,Les enfants adorent !,africaines,Facile,2.5
Poulet congolais,"Il manque 1 ou 2 cubes OR à rajouter à la sauce, laisser mijoter au moins 30 minutes pour réduire la sauce de pâte d'arachide. Courgette et poivron sont facultatifs (selon les goûts), carottes indispensables.",africaines,Facile,2.5
Poulet Yassa,J'ai commencé à faire mariner la viande depuis hier soir. J'ai préféré mettre des blancs de poulet coupés en gros morceaux. J'ai également rajouté beaucoup plus de citron vert et je peux vous dire que ma marinade sent drôlement bon. Demain je vais faire cuire tout ça et on va se régaler. C'est le plat que je prends toujours quand je vais dîner à mon restaurant dansant préféré ,africaines,Intermédiaire,3.65
Poulet Yassa,Merci à toutes et à tous pour ces commentaires! Cela nous a permis d’améliorer cette recette afin qu’elle corresponde encore mieux à vos attentes culinaires! Testez-la à nouveau et faites-nous savoir si cette recette vous plait! Toute l’équipe de CuisineAZ attend tous vos commentaires!,africaines,Intermédiaire,3.65
Poulet Yassa,"Pour ma part, je rajoute une cuillère de miel dans la préparation des oignons. Cela permettront de balancer avec les autres goûts et de confire de manière plus douce !",africaines,Intermédiaire,3.65
Poulet Yassa,Une recette que je n'ai jamais réalisée en revanche cela m'a donné faim et je vais tester ça sous peu !,africaines,Intermédiaire,3.65
Poulet Yassa,Une sympathique recette que nous testerons car nous ne connaissons pas du tout la cuisine africaine.,africaines,Intermédiaire,3.65
Poulet Yassa,Un plat rarement mis à l'honneur. La cuisine africaine est assez méconnue et c'est dommage.,africaines,Intermédiaire,3.65
Poulet Yassa,"Il me faudra tester en laissant mariner toute une nuit afin de voir la différence , car c'est déjà très bon alors ce détail est peut-être super important",africaines,Intermédiaire,3.65
Poulet Yassa,"Pour l'avoir goûté à Dakar, je ne me souviens pas de la présence de moutarde. La quantité de citrons verts étaient également plus importante",africaines,Intermédiaire,3.65
Poulet Yassa,Recette que je ne connais pas mais qui semble délicieuse,africaines,Intermédiaire,3.65
Poulet Yassa,"Les plats sénégalais sont les plats que je préfère, à part les plats de chez moi, le Yassa est un vrai régal.",africaines,Intermédiaire,3.65
Poulet Yassa,"Pour la marinade, je ne mets pas d'huile, par contre, il faut plus de citrons et des verts de préférence. J'ajoute aussi  2 cubes de Jumbo qui rendent la cuisine sénégalaise si délicieuse. Le Yassa est mon plat préféré du Sénégal, c'est un régal !",africaines,Intermédiaire,3.65
Poulet Yassa,Ceci est délicieux !,africaines,Intermédiaire,3.65
Poulet Yassa,C'est mon plat préféré ! Je l'ai découvert à Dakar et là je suis contente de retrouver la recette !,africaines,Intermédiaire,3.65
Poulet Yassa,"C'est une très bonne recette, facile à faire. Un très bon goût !",africaines,Intermédiaire,3.65
Poulet Yassa,Très bonne recette mais 1 l d'huile c'est trop. Il faut juste s'assurer que la marinade donne assez de jus. C'est meilleur et c'est moins lourd. Sinon c'est délicieux !,africaines,Intermédiaire,3.65
Poulet Yassa,"J'ai découvert ce plat sénégalais, il est très bon. On en mange à tel point qu'on ne peut plus se lever !",africaines,Intermédiaire,3.65
Poulet Yassa,Le yassa poulet est super et c'est bien de chez nous pour orner le plat ajoutez des tomates fraiches du poivron et des oeufs.,africaines,Intermédiaire,3.65
Poulet Yassa,Il est super le poulet yassa. Je le conseille à toutes les femmes.,africaines,Intermédiaire,3.65
Poulet Yassa,J'en ai déja pris chez moi et c'est vraiment délicieux,africaines,Intermédiaire,3.65
Poulet Yassa,"Le mieux c'est de remplacer le sel par un maggi cube pendant la préparation et pas de goutte de maggi, et la moutarde on la met dans la marinade pas après. Faites confiance on connait bien le yassa et le sénégal !!!",africaines,Intermédiaire,3.65
Poulet yassa au Cookeo,Très bonne recette j’ai laissé seulement 2 heures à mariner mais très bonne. C’est vrai que mettre de la moutarde dans ce yassa donne beaucoup de goût à refaire.,africaines,Facile,2.92
Poulet yassa sénégalais,c esr bon,africaines,Facile,3.5
Poulet yassa sénégalais,Exellent ont à adoré,africaines,Facile,3.5
Poulet yassa sénégalais,"Je test actuellement, j ai juste ajouté du vin blanc et ail en semoule ",africaines,Facile,3.5
Poulet yassa sénégalais,Bonjour je suis sénégalaise. Précisez que votre recette est revisité. Il n’y a pas de vinaigre de vin dans la recette originale et il manque des ingrédients. ,africaines,Facile,3.5
Poulet yassa sénégalais,"Kitty, pourrais-tu alors nous dire ce qu'il manque comme ingrédients !!",africaines,Facile,3.5
Poulet yassa sénégalais,"Bonjour kitty j’ai visité le Sénégal il y’a quelques années mais je n’ai pas eue l’occasion de goûter à ce plat ,en lisant les commentaires j’espérais trouver un commentaire venant d’un ou d’une sénégalais(e) j’aimerais beaucoup avoir votre recette ",africaines,Facile,3.5
Ravitoto sy Henankisoa (feuilles de manioc hachées au porc),Super !,africaines,Facile,0.99
Rougail Saucisse,J'ai testé cette recette hier soir pour le dîner et c'était délicieux ! Les saveurs sont bien équilibrées et les saucisses fumées apportent une touche de fumé très agréable. Merci pour cette recette facile à réaliser en semaine.,africaines,Facile,2.4
Rougail Saucisse,J'ai essayé cette recette avec des saucisses fumées et j'ai adoré! Les épices sont bien équilibrées et le mélange est savoureux. Merci pour cette belle découverte!,africaines,Facile,2.4
Rougail Saucisse,J'ai testé cette recette hier soir et c'était un délice ! Les épices sont bien dosées et donnent une saveur unique. Les saucisses fumées se marient parfaitement avec les oignons et les tomates. Merci pour cette recette facile et rapide à réaliser. Je la recommande vivement !,africaines,Facile,2.4
Rougail Saucisse,"J'ai testé cette recette hier soir et j'ai adoré ! Avec des saucisses fumées, des oignons, de l'ail, des tomates et des épices, le goût était délicieux. Facile et rapide à préparer, je recommande cette recette pour un dîner savoureux entre amis ou en famille.",africaines,Facile,2.4
Rougail Saucisse,"J'ai enfin trouvé LA recette de <plat> qui réchauffe les coeurs ! Les saucisses fumées s'imprègnent parfaitement des épices et des tomates mijotées. Un vrai régal, à déguster entre amis ou en famille !",africaines,Facile,2.4
Rougail Saucisse,Superbe découverte ! Une recette originale tout en restant simple et pas chère ! ,africaines,Facile,2.4
sauce yassa,"La sauce yassa est sénégalais. Le nokos et les ingrédients sont pilés ou légerement passés au mixeur. Il faut faire mariner le poulet, dans le jus de citron et les oignons.",africaines,Facile,0.85
sauce yassa,Je n'ai pas testé la recette mais dans le yassa y'a du citron en principe!,africaines,Facile,0.85
Taro sauce jaune,En tant que camerounaise d'origine la recette n' est pas totalement correcte. Le taro ne se cuisine uniquement qu’avec de l’ huile rouge ( encore appelée huile de palmiste) ainsi que du sel gemme (un type unique de sel marin provenant des lacs salés camerounais) et l’on ne rajoute absolument pas de poivre! Se serait un véritable sacrilège!,africaines,Facile,1.95
Tiep bou dien (riz sénégalais),C notre plat traditionnel sénégalais. Très bon!! J'avoue ke le yété donne un goût vraiment très bon. ,africaines,Facile,3.5
Tiep bou dien (riz sénégalais),"C'est un plat excellent, il est enrichi, donne des vitamines dans les légumes, le poisson à un goût très exquis et tendre à manger. Ce plat est recommandé à tout le monde, il faut goûter. Merci, Mlle Diallo.",africaines,Facile,3.5
Biltong,"désolé mais votre recette de biltong ne correspond à rien de ce qu'il faut faire en réalité , le biltong doit être séché , il était utilisé par les soldats sud africains en campagne dans la brousse pour conserver un peu de protéines , rectifiez s'il vous plaît",afrique-du-sud,Facile,2.7
Biltong,"Pas essayé Quid de l'utilisation du vinaigre et de la quantité de viande 
",afrique-du-sud,Facile,2.7
Biltong,Il semble y avoir un problème dans la liste des ingrédients. 12 kgs de viande pour 8 personnes !!!,afrique-du-sud,Facile,2.7
Biltong,"je ne comprends pas: le vinaigre est utilisé en étape 5 sur la viande, puis en 8 mélangé à l'eau...problème dans la rédaction!",afrique-du-sud,Facile,2.7
Bobotie,Mélange ? C'est imprécis a mort25 cuillère à soupe de raisins secs ? Vos recettes ne sont pas relues...,afrique-du-sud,Facile,2.9
Basboussa aux amandes,"Basboussa n'est pas une spécialité marocainne , c'est une spécialité oriental (Egypte, palestine .....)",algerie,Facile,0.95
Basboussa aux amandes,"pas bon du tout en goût ; pas assez de sirop (il faut au moins, doubler la quantité pour rendre ce gâteau mangeable).Ce gâteau finira dans la gamelle des poules !",algerie,Facile,0.95
Basboussa aux amandes,Et les poules qu'en pensent-t'elles?,algerie,Facile,0.95
Basboussa aux amandes,à mourir ,algerie,Facile,0.95
Brick algérienne,"Tres bon, je l'ai fait avec 1 oeuf pour 100gr de viande pour moi meme, ensuite pour 3OOg de viande un oeuf tjrs et tres tres sec, peut etre faut il 1 oeuf pour chaque 100 grammes de viande",algerie,Facile,1.6
Brick algérienne,"Enfin une recette qui correspond, a chaque fois je tombe sur des site ou c'est écrit clou de girofle cannel rien à voir quoi qu'après chacun sont truc mais merci beaucoup pour cette recette.",algerie,Facile,1.6
Brick algérienne,Cette recette est délicieuse mais on peut remplacer les pommes de terre par de la sauce béchamel : succulent !!!,algerie,Facile,1.6
Brick algérienne,Trés bon. Je ne connaissais pas cette cuisine. J'ai écouté le conseil de Ourda en rajoutant de la coriandre et se fut un régal.,algerie,Facile,1.6
Brick algérienne,"Délicieux, mais j'aimerais bien avoir la recette de Hind apparement elle n'est pas d'accord avec cette recette.",algerie,Facile,1.6
Brick algérienne,"Un régal, rien à dire. Très bon.",algerie,Facile,1.6
Brick algérienne,"Il y a mille et une façon de faire les bricks en Algérie. On peut les faire avec du thon, du fromage, des crevettes, de la cervelle d'agneau, au légumes (aubergines, poivrons, tomates...).",algerie,Facile,1.6
Brick algérienne,C'est encore meilleur avec de la coriandre hachée !,algerie,Facile,1.6
Brick algérienne,"C'est une super recette qui nous fait connaître les  recettes d'autres pays, notamment l'Algérie.",algerie,Facile,1.6
Brick algérienne,"Ce n'est pas vraiment comme cela que l'on fait les bricks algériennes, si vous voulez la recette, envoyez-moi un mail.",algerie,Facile,1.6
Brick algérienne,C'est très bon. ,algerie,Facile,1.6
Brick algérienne,"C'est une super recette qui représente le pays, bravo, elle est très bien décrite et expliqué,bonne ap à tous !!!!",algerie,Facile,1.6
Brick algérienne,"Ah, que c'est bon tout ça.",algerie,Facile,1.6
Brick algérienne,C'est une très bonne idée.,algerie,Facile,1.6
Brick algérienne,"Je suis inscrite sur ce site depuis peu de temps, mais, aucun regret !!!! Au contraire, je pense que graçe à  vous tous, chaque jour, j'apprends...    Bref, je m'égare, pour cette recette, un très Grand BRAVO !!!  Je travaille en Cantines Scolaires et le soir, maintenant, je peux innover, varier, et surtout après la journée de travail, pouvoir proposer quelque chose de correct et de différent chaque jour !!!!",algerie,Facile,1.6
Brick algérienne,"C'est délicieux, surtout quand c'est bien fait.",algerie,Facile,1.6
Brick algérienne,"Cette recette est délicieuse, essayez.......",algerie,Facile,1.6
Brick algérienne,Il existe plusieurs recettes de bourek et elles sont toutes délicieuses.,algerie,Facile,1.6
Brick algérienne,"Je ne veux pas faire la pédante, mais je veux juste préciser que là où les turcs sont passés, ils ont laissés les barak (Syrie), bourik (Libye), brik (tunisie), bourek (Algérie). Personne ne s'est posé la question, si tout ca ne dérive pas des pirojis russes (et Asie Centrale). Bon appétit !",algerie,Facile,1.6
Brick algérienne,"On la mange tous les jours au mois sacré du ramadan. C'est une entrée avec de la soupe (chourba). 
",algerie,Facile,1.6
